match_id,season,competition,date,home,away,running_score,scoring_team,scorer,assist,detail
1002832,2000-01,Ligue 1,sam. 09/09/2000,Lyon,RC Lens,2:0,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 3. But de la saison Passe décisive:"
1002832,2000-01,Ligue 1,sam. 09/09/2000,Lyon,RC Lens,3:0,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 4. But de la saison Passe décisive:"
990056,2000-01,UEFA Champions League,mar. 12/09/2000,Lyon,Heerenveen,1:0,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 1. But dans le tournoi Passe décisive:"
990056,2000-01,UEFA Champions League,mar. 12/09/2000,Lyon,Heerenveen,2:0,Olympique Lyonnais,Max Houttuin,,"Max Houttuin , Contre-son-camp Passe décisive:"
990056,2000-01,UEFA Champions League,mar. 12/09/2000,Lyon,Heerenveen,2:1,SC Heerenveen,Jeffrey Talan,,"Jeffrey Talan , 1. But dans le tournoi Passe décisive:"
990056,2000-01,UEFA Champions League,mar. 12/09/2000,Lyon,Heerenveen,3:1,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 1. But dans le tournoi Passe décisive:"
1002843,2000-01,Ligue 1,dim. 17/09/2000,FC Nantes,Lyon,0:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 4. But de la saison Passe décisive:"
990081,2000-01,UEFA Champions League,mer. 20/09/2000,Olympiakos,Lyon,1:0,Olympiakós Le Pirée,Peter Ofori-Quaye,Luciano de Souza,"Peter Ofori-Quaye , Tir du pied gauche, 1. But dans le tournoi Passe décisive: Luciano de Souza , Centre, 1. Passe déc. du tournoi"
990081,2000-01,UEFA Champions League,mer. 20/09/2000,Olympiakos,Lyon,2:0,Olympiakós Le Pirée,Giovanni,Grigoris Georgatos,"Giovanni , Tir du pied gauche, 1. But dans le tournoi Passe décisive: Grigoris Georgatos , Centre, 1. Passe déc. du tournoi"
990081,2000-01,UEFA Champions League,mer. 20/09/2000,Olympiakos,Lyon,2:1,Olympique Lyonnais,Marc-Vivien Foé,Steve Marlet,"Marc-Vivien Foé , Tête, 1. But dans le tournoi Passe décisive: Steve Marlet , Centre, 1. Passe déc. du tournoi"
1002847,2000-01,Ligue 1,sam. 23/09/2000,Lyon,EA Guingamp,0:1,EA Guingamp,Fabrice Fiorèse,,"Fabrice Fiorèse , 2. But de la saison Passe décisive:"
990103,2000-01,UEFA Champions League,mer. 27/09/2000,FC Valencia,Lyon,1:0,FC Valencia,Zlatko Zahovic,,"Zlatko Zahovic , 1. But dans le tournoi Passe décisive:"
1002862,2000-01,Ligue 1,dim. 01/10/2000,Marseille,Lyon,1:0,Olympique de Marseille,Djamel Belmadi,,"Djamel Belmadi , 4. But de la saison Passe décisive:"
1002862,2000-01,Ligue 1,dim. 01/10/2000,Marseille,Lyon,1:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , Penalty, 5. But de la saison Passe décisive:"
990117,2000-01,UEFA Champions League,mar. 17/10/2000,Lyon,FC Valencia,0:1,FC Valencia,Juan Sánchez,,"Juan Sánchez , 1. But dans le tournoi Passe décisive:"
990117,2000-01,UEFA Champions League,mar. 17/10/2000,Lyon,FC Valencia,0:2,FC Valencia,Rubén Baraja,,"Rubén Baraja , 2. But dans le tournoi Passe décisive:"
990117,2000-01,UEFA Champions League,mar. 17/10/2000,Lyon,FC Valencia,1:2,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 2. But dans le tournoi Passe décisive:"
1002873,2000-01,Ligue 1,sam. 21/10/2000,G. Bordeaux,Lyon,1:0,FC Girondins de Bordeaux,Marc Wilmots,,"Marc Wilmots , 5. But de la saison Passe décisive:"
1002873,2000-01,Ligue 1,sam. 21/10/2000,G. Bordeaux,Lyon,1:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 6. But de la saison Passe décisive:"
990130,2000-01,UEFA Champions League,mer. 25/10/2000,Heerenveen,Lyon,0:1,Olympique Lyonnais,Steed Malbranque,,"Steed Malbranque , 1. But dans le tournoi Passe décisive:"
990130,2000-01,UEFA Champions League,mer. 25/10/2000,Heerenveen,Lyon,0:2,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 3. But dans le tournoi Passe décisive:"
1002885,2000-01,Ligue 1,dim. 29/10/2000,Lyon,AJ Auxerre,0:1,AJ Auxerre,Stéphane Guivarc'h,,"Stéphane Guivarc'h , 5. But de la saison Passe décisive:"
1002885,2000-01,Ligue 1,dim. 29/10/2000,Lyon,AJ Auxerre,1:1,Olympique Lyonnais,Sidney Govou,,"Sidney Govou , 1. But de la saison Passe décisive:"
1002885,2000-01,Ligue 1,dim. 29/10/2000,Lyon,AJ Auxerre,1:2,AJ Auxerre,Teemu Tainio,,"Teemu Tainio , 1. But de la saison Passe décisive:"
1002885,2000-01,Ligue 1,dim. 29/10/2000,Lyon,AJ Auxerre,2:2,Olympique Lyonnais,Sidney Govou,,"Sidney Govou , 2. But de la saison Passe décisive:"
1002890,2000-01,Ligue 1,ven. 03/11/2000,Monaco,Lyon,0:1,Olympique Lyonnais,Pierre Laigle,,"Pierre Laigle , 1. But de la saison Passe décisive:"
1002890,2000-01,Ligue 1,ven. 03/11/2000,Monaco,Lyon,0:2,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 5. But de la saison Passe décisive:"
990145,2000-01,UEFA Champions League,mar. 07/11/2000,Lyon,Olympiakos,1:0,Olympique Lyonnais,Pierre Laigle,,"Pierre Laigle , 1. But dans le tournoi Passe décisive:"
1002900,2000-01,Ligue 1,sam. 11/11/2000,PSG,Lyon,1:0,Paris Saint-Germain,Laurent Robert,,"Laurent Robert , Penalty, 11. But de la saison Passe décisive:"
1002900,2000-01,Ligue 1,sam. 11/11/2000,PSG,Lyon,1:1,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 6. But de la saison Passe décisive:"
1002912,2000-01,Ligue 1,sam. 18/11/2000,Lyon,LOSC Lille,0:1,LOSC Lille,Christophe Landrin,,"Christophe Landrin , 1. But de la saison Passe décisive:"
990169,2000-01,UEFA Champions League,mer. 22/11/2000,Bayern,Lyon,1:0,Bayern Munich,Jens Jeremies,Stefan Effenberg,"Jens Jeremies , Tête, 2. But dans le tournoi Passe décisive: Stefan Effenberg , 1. Passe déc. du tournoi"
1002921,2000-01,Ligue 1,sam. 25/11/2000,R. Strasbourg,Lyon,0:1,Olympique Lyonnais,Vikash Dhorasoo,,"Vikash Dhorasoo , 1. But de la saison Passe décisive:"
1002921,2000-01,Ligue 1,sam. 25/11/2000,R. Strasbourg,Lyon,0:2,Olympique Lyonnais,Tony Vairelles,,"Tony Vairelles , 2. But de la saison Passe décisive:"
1002921,2000-01,Ligue 1,sam. 25/11/2000,R. Strasbourg,Lyon,0:3,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 7. But de la saison Passe décisive:"
1002936,2000-01,Ligue 1,mer. 29/11/2000,Lyon,CS Sedan,0:1,CS Sedan-Ardennes,Pius N'Diefi,,"Pius N'Diefi , 3. But de la saison Passe décisive:"
1002936,2000-01,Ligue 1,mer. 29/11/2000,Lyon,CS Sedan,0:2,CS Sedan-Ardennes,Cedric Mionnet,,"Cedric Mionnet , 6. But de la saison Passe décisive:"
1002936,2000-01,Ligue 1,mer. 29/11/2000,Lyon,CS Sedan,1:2,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 7. But de la saison Passe décisive:"
1002936,2000-01,Ligue 1,mer. 29/11/2000,Lyon,CS Sedan,2:2,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 8. But de la saison Passe décisive:"
990184,2000-01,UEFA Champions League,jeu. 07/12/2000,Lyon,Spartak Moscou,1:0,Olympique Lyonnais,Steve Marlet,Pierre Laigle,"Steve Marlet , Tir du pied gauche, 4. But dans le tournoi Passe décisive: Pierre Laigle , Passe, 1. Passe déc. du tournoi"
990184,2000-01,UEFA Champions League,jeu. 07/12/2000,Lyon,Spartak Moscou,2:0,Olympique Lyonnais,Sonny Anderson,Steve Marlet,"Sonny Anderson , Tir du pied droit, 2. But dans le tournoi Passe décisive: Steve Marlet , Passe, 2. Passe déc. du tournoi"
990184,2000-01,UEFA Champions League,jeu. 07/12/2000,Lyon,Spartak Moscou,3:0,Olympique Lyonnais,Sonny Anderson,Steve Marlet,"Sonny Anderson , Tir du pied gauche, 3. But dans le tournoi Passe décisive: Steve Marlet , Tir cadré, 3. Passe déc. du tournoi"
1002953,2000-01,Ligue 1,sam. 09/12/2000,Lyon,SC Bastia,1:0,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 8. But de la saison Passe décisive:"
1002871,2000-01,Ligue 1,mer. 13/12/2000,Lyon,Toulouse,1:0,Olympique Lyonnais,Sidney Govou,,"Sidney Govou , 3. But de la saison Passe décisive:"
1002871,2000-01,Ligue 1,mer. 13/12/2000,Lyon,Toulouse,2:0,Olympique Lyonnais,Edmílson,,"Edmílson , 1. But de la saison Passe décisive:"
1002871,2000-01,Ligue 1,mer. 13/12/2000,Lyon,Toulouse,3:0,Olympique Lyonnais,Tony Vairelles,,"Tony Vairelles , 3. But de la saison Passe décisive:"
1002871,2000-01,Ligue 1,mer. 13/12/2000,Lyon,Toulouse,4:0,Olympique Lyonnais,Steed Malbranque,,"Steed Malbranque , 1. But de la saison Passe décisive:"
1002871,2000-01,Ligue 1,mer. 13/12/2000,Lyon,Toulouse,4:1,Toulouse FC,Víctor Bonilla,,"Víctor Bonilla , Penalty, 9. But de la saison Passe décisive:"
1002964,2000-01,Ligue 1,sam. 16/12/2000,Troyes,Lyon,1:0,ESTAC Troyes,Edmílson,,"Edmílson , Contre-son-camp Passe décisive:"
1002971,2000-01,Ligue 1,jeu. 21/12/2000,Lyon,Saint-Étienne,1:0,Olympique Lyonnais,Sonny Anderson,Steve Marlet,"Sonny Anderson , 9. But de la saison Passe décisive: Steve Marlet , 2. Passe décisive de la saison"
1002971,2000-01,Ligue 1,jeu. 21/12/2000,Lyon,Saint-Étienne,1:1,AS Saint-Étienne,Alex Dias,,"Alex Dias , 11. But de la saison Passe décisive:"
1002971,2000-01,Ligue 1,jeu. 21/12/2000,Lyon,Saint-Étienne,2:1,Olympique Lyonnais,Christophe Delmotte,Philippe Violeau,"Christophe Delmotte , 1. But de la saison Passe décisive: Philippe Violeau , 1. Passe décisive de la saison"
2690784,2000-01,Coupe de la Ligue,sam. 06/01/2001,CS Sedan,Lyon,0:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 1. But dans le tournoi"
2690784,2000-01,Coupe de la Ligue,sam. 06/01/2001,CS Sedan,Lyon,1:1,CS Sedan-Ardennes,Pius N'Diefi,,"Pius N'Diefi , 1. But dans le tournoi"
2690784,2000-01,Coupe de la Ligue,sam. 06/01/2001,CS Sedan,Lyon,1:2,Olympique Lyonnais,Sidney Govou,,"Sidney Govou , 1. But dans le tournoi"
2997430,2000-01,Coupe de France,sam. 20/01/2001,Lyon,SM Caen,0:1,SM Caen,David Garcion,,"David Garcion , 1. But dans le tournoi"
2997430,2000-01,Coupe de France,sam. 20/01/2001,Lyon,SM Caen,1:1,Olympique Lyonnais,Patrick Müller,,"Patrick Müller , 1. But dans le tournoi"
2997430,2000-01,Coupe de France,sam. 20/01/2001,Lyon,SM Caen,2:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 1. But dans le tournoi"
2997430,2000-01,Coupe de France,sam. 20/01/2001,Lyon,SM Caen,2:2,SM Caen,Sidney Govou,,"Sidney Govou , Contre-son-camp"
2997430,2000-01,Coupe de France,sam. 20/01/2001,Lyon,SM Caen,3:2,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 2. But dans le tournoi"
1002986,2000-01,Ligue 1,sam. 27/01/2001,Lyon,FC Nantes,1:0,Olympique Lyonnais,Vikash Dhorasoo,,"Vikash Dhorasoo , 2. But de la saison Passe décisive:"
1002986,2000-01,Ligue 1,sam. 27/01/2001,Lyon,FC Nantes,1:1,FC Nantes,Nicolas Gillet,,"Nicolas Gillet , 1. But de la saison Passe décisive:"
1002986,2000-01,Ligue 1,sam. 27/01/2001,Lyon,FC Nantes,2:1,Olympique Lyonnais,Steed Malbranque,,"Steed Malbranque , 2. But de la saison Passe décisive:"
1002986,2000-01,Ligue 1,sam. 27/01/2001,Lyon,FC Nantes,3:1,Olympique Lyonnais,Vikash Dhorasoo,,"Vikash Dhorasoo , 3. But de la saison Passe décisive:"
2690799,2000-01,Coupe de la Ligue,mer. 31/01/2001,RC Lens,Lyon,0:1,Olympique Lyonnais,Edmílson,,"Edmílson , 1. But dans le tournoi"
2690799,2000-01,Coupe de la Ligue,mer. 31/01/2001,RC Lens,Lyon,1:1,RC Lens,Esteban Fuertes,,"Esteban Fuertes , 1. But dans le tournoi"
2690799,2000-01,Coupe de la Ligue,mer. 31/01/2001,RC Lens,Lyon,1:2,Olympique Lyonnais,Pierre Laigle,,"Pierre Laigle , 1. But dans le tournoi"
2690799,2000-01,Coupe de la Ligue,mer. 31/01/2001,RC Lens,Lyon,1:3,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 1. But dans le tournoi"
1002996,2000-01,Ligue 1,sam. 03/02/2001,EA Guingamp,Lyon,0:1,Olympique Lyonnais,Philippe Violeau,,"Philippe Violeau , 1. But de la saison Passe décisive:"
1002996,2000-01,Ligue 1,sam. 03/02/2001,EA Guingamp,Lyon,1:1,EA Guingamp,Bruno Rodriguez,,"Bruno Rodriguez , 10. But de la saison Passe décisive:"
1002996,2000-01,Ligue 1,sam. 03/02/2001,EA Guingamp,Lyon,1:2,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 10. But de la saison Passe décisive:"
1002996,2000-01,Ligue 1,sam. 03/02/2001,EA Guingamp,Lyon,2:2,EA Guingamp,Bruno Rodriguez,,"Bruno Rodriguez , Penalty, 11. But de la saison Passe décisive:"
1002996,2000-01,Ligue 1,sam. 03/02/2001,EA Guingamp,Lyon,2:3,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 11. But de la saison Passe décisive:"
1003004,2000-01,Ligue 1,mar. 06/02/2001,Lyon,Marseille,1:0,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , Penalty, 12. But de la saison Passe décisive:"
1003004,2000-01,Ligue 1,mar. 06/02/2001,Lyon,Marseille,1:1,Olympique de Marseille,Jérôme Leroy,,"Jérôme Leroy , 4. But de la saison Passe décisive:"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,1:0,Olympique Lyonnais,Patrice Loko,,"Patrice Loko , 1. But dans le tournoi"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,1:1,AS Saint-Étienne,Karim Fellahi,,"Karim Fellahi , 1. But dans le tournoi"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,1:2,AS Saint-Étienne,Laurent Huard,,"Laurent Huard , But"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,2:2,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , But"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,2:3,AS Saint-Étienne,Tchiressoua Guel,,"Tchiressoua Guel , But"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,2:4,AS Saint-Étienne,Patrice Carteron,,"Patrice Carteron , But"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,3:4,Olympique Lyonnais,Steed Malbranque,,"Steed Malbranque , But"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,4:4,Olympique Lyonnais,Christophe Delmotte,,"Christophe Delmotte , But"
2997384,2000-01,Coupe de France,ven. 09/02/2001,Lyon,Saint-Étienne,5:4,Olympique Lyonnais,Philippe Violeau,,"Philippe Violeau , But"
990200,2000-01,UEFA Champions League,mar. 13/02/2001,Lyon,Arsenal,0:1,Arsenal FC,Thierry Henry,Ashley Cole,"Thierry Henry , Tête, 2. But dans le tournoi Passe décisive: Ashley Cole , Centre, 1. Passe déc. du tournoi"
1003017,2000-01,Ligue 1,sam. 17/02/2001,Toulouse,Lyon,0:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 13. But de la saison Passe décisive:"
1003017,2000-01,Ligue 1,sam. 17/02/2001,Toulouse,Lyon,1:1,Toulouse FC,Víctor Bonilla,,"Víctor Bonilla , 14. But de la saison Passe décisive:"
990209,2000-01,UEFA Champions League,mer. 21/02/2001,Arsenal,Lyon,1:0,Arsenal FC,Dennis Bergkamp,Robert Pirès,"Dennis Bergkamp , Tir du pied droit, 1. But dans le tournoi Passe décisive: Robert Pirès , 3. Passe déc. du tournoi"
990209,2000-01,UEFA Champions League,mer. 21/02/2001,Arsenal,Lyon,1:1,Olympique Lyonnais,Edmílson,Vikash Dhorasoo,"Edmílson , Tête, 1. But dans le tournoi Passe décisive: Vikash Dhorasoo , 1. Passe déc. du tournoi"
2690800,2000-01,Coupe de la Ligue,sam. 24/02/2001,Amiens SC,Lyon,0:1,Olympique Lyonnais,Steed Malbranque,,"Steed Malbranque , 1. But dans le tournoi"
2690800,2000-01,Coupe de la Ligue,sam. 24/02/2001,Amiens SC,Lyon,0:2,Olympique Lyonnais,Steed Malbranque,,"Steed Malbranque , 2. But dans le tournoi"
1003021,2000-01,Ligue 1,sam. 03/03/2001,Lyon,G. Bordeaux,0:1,FC Girondins de Bordeaux,Tony Vairelles,,"Tony Vairelles , 4. But de la saison Passe décisive:"
1003021,2000-01,Ligue 1,sam. 03/03/2001,Lyon,G. Bordeaux,1:1,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 9. But de la saison Passe décisive:"
1003021,2000-01,Ligue 1,sam. 03/03/2001,Lyon,G. Bordeaux,2:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 14. But de la saison Passe décisive:"
990216,2000-01,UEFA Champions League,mar. 06/03/2001,Lyon,Bayern,1:0,Olympique Lyonnais,Sidney Govou,Sonny Anderson,"Sidney Govou , Tir du pied droit, 1. But dans le tournoi Passe décisive: Sonny Anderson , 1. Passe déc. du tournoi"
990216,2000-01,UEFA Champions League,mar. 06/03/2001,Lyon,Bayern,2:0,Olympique Lyonnais,Sidney Govou,Christophe Delmotte,"Sidney Govou , Tir du pied droit, 2. But dans le tournoi Passe décisive: Christophe Delmotte , 1. Passe déc. du tournoi"
990216,2000-01,UEFA Champions League,mar. 06/03/2001,Lyon,Bayern,3:0,Olympique Lyonnais,Pierre Laigle,,"Pierre Laigle , Tir du pied gauche, 2. But dans le tournoi Passe décisive:"
2997349,2000-01,Coupe de France,sam. 10/03/2001,Fontenay,Lyon,0:1,Olympique Lyonnais,Sidney Govou,,"Sidney Govou , 1. But dans le tournoi"
2997349,2000-01,Coupe de France,sam. 10/03/2001,Fontenay,Lyon,0:2,Olympique Lyonnais,Christophe Delmotte,,"Christophe Delmotte , 1. But dans le tournoi"
990224,2000-01,UEFA Champions League,mer. 14/03/2001,Spartak Moscou,Lyon,1:0,Spartak Moscou,Dmitriy Parfenov,Viktor Bulatov,"Dmitriy Parfenov , Penalty, 1. But dans le tournoi Passe décisive: Viktor Bulatov , Pénalty: faute subie"
990224,2000-01,UEFA Champions League,mer. 14/03/2001,Spartak Moscou,Lyon,1:1,Olympique Lyonnais,Sonny Anderson,Sonny Anderson,"Sonny Anderson , Penalty, 4. But dans le tournoi Passe décisive: Sonny Anderson , Pénalty: faute subie"
1003031,2000-01,Ligue 1,sam. 17/03/2001,AJ Auxerre,Lyon,0:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 15. But de la saison Passe décisive:"
1003031,2000-01,Ligue 1,sam. 17/03/2001,AJ Auxerre,Lyon,0:2,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , Penalty, 16. But de la saison Passe décisive:"
1003031,2000-01,Ligue 1,sam. 17/03/2001,AJ Auxerre,Lyon,0:3,Olympique Lyonnais,Sidney Govou,,"Sidney Govou , 4. But de la saison Passe décisive:"
2996418,2000-01,Coupe de France,dim. 01/04/2001,R. Strasbourg,Lyon,1:0,RC Strasbourg Alsace,Pascal Johansen,,"Pascal Johansen , 1. But dans le tournoi"
2996418,2000-01,Coupe de France,dim. 01/04/2001,R. Strasbourg,Lyon,2:0,RC Strasbourg Alsace,Danijel Ljuboja,,"Danijel Ljuboja , 2. But dans le tournoi"
2996418,2000-01,Coupe de France,dim. 01/04/2001,R. Strasbourg,Lyon,3:0,RC Strasbourg Alsace,Péguy Luyindula,,"Péguy Luyindula , 3. But dans le tournoi"
1003040,2000-01,Ligue 1,sam. 07/04/2001,Lyon,Monaco,1:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , Penalty, 17. But de la saison Passe décisive:"
1003040,2000-01,Ligue 1,sam. 07/04/2001,Lyon,Monaco,1:1,AS Monaco,Shabani Nonda,,"Shabani Nonda , 12. But de la saison Passe décisive:"
1003040,2000-01,Ligue 1,sam. 07/04/2001,Lyon,Monaco,2:1,Olympique Lyonnais,Cláudio Caçapa,,"Cláudio Caçapa , 1. But de la saison Passe décisive:"
2690804,2000-01,Coupe de la Ligue,mar. 10/04/2001,Lyon,FC Nantes,0:1,FC Nantes,Stéphane Ziani,,"Stéphane Ziani , 1. But dans le tournoi"
2690804,2000-01,Coupe de la Ligue,mar. 10/04/2001,Lyon,FC Nantes,1:1,Olympique Lyonnais,Pierre Laigle,,"Pierre Laigle , 2. But dans le tournoi"
2690804,2000-01,Coupe de la Ligue,mar. 10/04/2001,Lyon,FC Nantes,1:2,FC Nantes,Marama Vahirua,,"Marama Vahirua , 2. But dans le tournoi"
2690804,2000-01,Coupe de la Ligue,mar. 10/04/2001,Lyon,FC Nantes,2:2,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 2. But dans le tournoi"
2690804,2000-01,Coupe de la Ligue,mar. 10/04/2001,Lyon,FC Nantes,3:2,Olympique Lyonnais,Pierre Laigle,,"Pierre Laigle , 3. But dans le tournoi"
1003055,2000-01,Ligue 1,dim. 15/04/2001,Lyon,PSG,1:0,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 18. But de la saison Passe décisive:"
1003055,2000-01,Ligue 1,dim. 15/04/2001,Lyon,PSG,2:0,Olympique Lyonnais,Steve Marlet,,"Steve Marlet , 10. But de la saison Passe décisive:"
1003059,2000-01,Ligue 1,sam. 28/04/2001,LOSC Lille,Lyon,1:0,LOSC Lille,Johnny Ecker,,"Johnny Ecker , 2. But de la saison Passe décisive:"
1003059,2000-01,Ligue 1,sam. 28/04/2001,LOSC Lille,Lyon,1:1,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 19. But de la saison Passe décisive:"
1003059,2000-01,Ligue 1,sam. 28/04/2001,LOSC Lille,Lyon,1:2,Olympique Lyonnais,Christophe Delmotte,,"Christophe Delmotte , 2. But de la saison Passe décisive:"
2690806,2000-01,Coupe de la Ligue,sam. 05/05/2001,Monaco,Lyon,0:1,Olympique Lyonnais,Cláudio Caçapa,,"Cláudio Caçapa , 1. But dans le tournoi"
2690806,2000-01,Coupe de la Ligue,sam. 05/05/2001,Monaco,Lyon,1:1,AS Monaco,Shabani Nonda,,"Shabani Nonda , 1. But dans le tournoi"
2690806,2000-01,Coupe de la Ligue,sam. 05/05/2001,Monaco,Lyon,1:2,Olympique Lyonnais,Patrick Müller,,"Patrick Müller , 1. But dans le tournoi"
1003069,2000-01,Ligue 1,sam. 12/05/2001,Lyon,R. Strasbourg,1:0,Olympique Lyonnais,Sonny Anderson,,"Sonny Anderson , 20. But de la saison Passe décisive:"
